Элемент массива                Время в миллисекундах          Количество операций
-1344674048                    900                            15                            
-1875543471                    700                            20                            
158159291                      1700                           14                            
1793053800                     501                            9                             
1546520096                     800                            13                            
-1569855771                    700                            19                            
104505148                      600                            14                            
-671799666                     1501                           19                            
204317132                      901                            14                            
-1547182356                    900                            17                            
1112725406                     1801                           23                            
2067766616                     499                            13                            
353860511                      1000                           18                            
457014623                      2400                           18                            
-1558124413                    800                            20                            
1659995729                     800                            10                            
1663619633                     501                            11                            
1951630073                     699                            17                            
-1851067821                    800                            17                            
-838027320                     900                            19                            
-983921988                     1101                           18                            
-851613432                     800                            13                            
1548272772                     1200                           17                            
1097503172                     600                            5                             
-1953181438                    700                            16                            
-760263288                     900                            12                            
1670339098                     501                            11                            
2072943156                     701                            13                            
-1482534546                    1200                           21                            
517606509                      1000                           20                            
1004083825                     600                            10                            
-762697621                     501                            15                            
-635801223                     701                            13                            
2080315967                     400                            10                            
-1257577926                    800                            16                            
1353372618                     1700                           20                            
-972281265                     600                            18                            
-1949371412                    501                            17                            
-441313085                     1100                           15                            
169122238                      600                            11                            
1990814129                     600                            16                            
-1264699431                    600                            18                            
1436046714                     1400                           16                            
-234623251                     900                            12                            
2077039901                     400                            12                            
833272889                      1200                           18                            
1789745587                     499                            13                            
-1451020373                    800                            16                            
859065131                      400                            9                             
-1385482590                    700                            15                            
-2114952536                    600                            17                            
-836623438                     499                            14                            
-1360732359                    800                            20                            
-1451669283                    400                            17                            
554571713                      701                            17                            
-1661630190                    699                            14                            
1673726794                     699                            12                            
5179133                        600                            16                            
1828231446                     900                            14                            
-401614234                     901                            15                            
25643                          699                            9                             
789465778                      1000                           16                            
1377006129                     600                            15                            
1912849480                     501                            10                            
1981684695                     699                            15                            
-1843828770                    1099                           16                            
1407546648                     500                            14                            
-2028732922                    500                            15                            
284032540                      600                            11                            
-341174680                     1000                           16                            
-656490103                     600                            11                            
-709133931                     900                            15                            
-845933699                     700                            14                            
286041425                      2901                           16                            
-1964934009                    701                            16                            
57941701                       2000                           22                            
-331018662                     600                            17                            
1995623172                     601                            12                            
1663040533                     499                            14                            
-1504606794                    999                            17                            
-1248074162                    900                            16                            
414361329                      700                            12                            
-2016711871                    501                            15                            
996697226                      501                            11                            
-1960622633                    500                            13                            
1182517340                     800                            16                            
-533058973                     801                            21                            
1817355355                     500                            14                            
341159484                      900                            17                            
-1126871439                    800                            16                            
1356689318                     800                            17                            
-1230286481                    499                            14                            
1881241003                     500                            11                            
-782928484                     800                            18                            
-808326201                     699                            16                            
-27469142                      1400                           19                            
-466877535                     1099                           15                            
-558619113                     700                            20                            
-581994723                     1301                           14                            
575624259                      800                            14                            
1356984206                     499                            17                            
-1570809917                    1300                           25                            
-1929901352                    700                            12                            
-1448365638                    1001                           18                            
1645733304                     800                            14                            
953245500                      1000                           15                            
-431584627                     600                            14                            
-1715197175                    900                            12                            
-774212001                     699                            15                            
1901492263                     800                            7                             
1734484465                     1300                           18                            
2030125337                     800                            10                            
1279865633                     1100                           15                            
2129666253                     600                            9                             
1587755748                     800                            15                            
624301431                      600                            14                            
1782300319                     600                            13                            
-1613096211                    1000                           12                            
1482903473                     800                            15                            
448137543                      2099                           20                            
-2093632927                    699                            18                            
1226712525                     500                            17                            
1216421268                     800                            15                            
-256845960                     800                            13                            
-1609007370                    499                            14                            
618710418                      400                            12                            
1704393596                     800                            13                            
1979293241                     600                            13                            
-581916065                     400                            12                            
-1042109487                    1299                           21                            
-411477743                     901                            18                            
45124522                       1200                           14                            
-282193747                     1000                           18                            
106403173                      499                            13                            
1332718071                     800                            20                            
915284438                      800                            16                            
65866473                       801                            12                            
955036034                      400                            15                            
1593459028                     400                            14                            
-1542830623                    900                            16                            
-688873421                     700                            13                            
-35265014                      1101                           18                            
-31727217                      1200                           21                            
1971883645                     500                            15                            
-1106500307                    1100                           13                            
-858094305                     901                            15                            
-1538915237                    600                            15                            
1045857698                     800                            10                            
-1094914663                    700                            17                            
-888190984                     900                            17                            
997400307                      501                            10                            
752865662                      1999                           15                            
605746240                      600                            11                            
1475650296                     500                            12                            
1273652902                     700                            18                            
826767529                      1000                           19                            
-1722704619                    800                            15                            
36554492                       500                            17                            
-1394812522                    1200                           17                            
1389671836                     1100                           21                            
-706742886                     499                            13                            
-1393171468                    400                            16                            
583241660                      600                            13                            
43322723                       400                            15                            
1928468355                     600                            8                             
-587300684                     800                            16                            
-1402759122                    799                            19                            
1367121297                     600                            13                            
1914409368                     500                            14                            
-96797684                      701                            14                            
-1294211420                    2701                           18                            
1466488181                     901                            16                            
1607793375                     900                            12                            
-1363506411                    700                            15                            
-1805249224                    701                            19                            
234425994                      800                            19                            
1033704441                     600                            8                             
-621590323                     700                            11                            
-860160404                     500                            17                            
1500756019                     901                            14                            
-1832903988                    800                            19                            
586558182                      700                            11                            
1301836657                     1600                           24                            
-635041113                     701                            17                            
500053090                      600                            18                            
925691866                      901                            17                            
-302673242                     1200                           16                            
-2062060247                    1300                           19                            
-1108078320                    900                            15                            
1539332675                     1300                           20                            
1934066270                     600                            6                             
2060008317                     600                            9                             
-923324710                     1000                           19                            
-1797894808                    800                            20                            
-435121178                     800                            15                            
1632499350                     700                            13                            
1120493078                     1500                           26                            
1488756506                     1600                           19                            
772805317                      600                            8                             
-477369197                     900                            17                            
1421700174                     800                            18                            
-452021567                     1200                           19                            
1795769413                     600                            10                            
1295545324                     1101                           17                            
513874282                      600                            16                            
-835636815                     600                            12                            
-109290702                     1000                           13                            
1766446568                     901                            17                            
429832974                      1600                           22                            
710964417                      800                            19                            
1729389537                     600                            14                            
1652581458                     400                            15                            
-167038399                     501                            14                            
-1203539170                    700                            19                            
-449221517                     500                            21                            
-226576789                     1000                           18                            
946542414                      901                            13                            
-1916908964                    1000                           17                            
-1452905125                    1200                           16                            
1727283490                     500                            16                            
423903214                      400                            19                            
-2082688051                    1000                           21                            
-2032749028                    600                            18                            
484228738                      500                            14                            
-318831706                     1101                           22                            
-1721894122                    499                            17                            
1276568151                     1401                           18                            
-351659925                     899                            20                            
-546512274                     899                            18                            
-1678685697                    800                            17                            
-1119773948                    500                            16                            
1716898436                     1099                           12                            
1069576595                     701                            11                            
1506434441                     900                            7                             
-1854887937                    800                            23                            
-30281872                      1000                           13                            
1075622621                     499                            12                            
-2027685819                    699                            19                            
-1687218746                    700                            18                            
656502079                      700                            17                            
-1784661516                    1400                           20                            
382117347                      900                            17                            
859927425                      600                            10                            
1428288806                     701                            15                            
624083967                      600                            17                            
-2030066679                    400                            18                            
1273326914                     800                            14                            
-1853240718                    501                            23                            
346170765                      599                            17                            
786236517                      700                            14                            
519718540                      700                            17                            
1501988026                     600                            10                            
-1996115272                    1699                           22                            
-683582459                     701                            15                            
-2095580903                    800                            21                            
-74890924                      700                            13                            
-785545849                     1100                           20                            
1639093221                     700                            9                             
1639119831                     301                            9                             
1572861961                     600                            16                            
391464596                      700                            14                            
1089253065                     700                            12                            
583464500                      600                            13                            
1837295372                     899                            8                             
1051220974                     700                            10                            
2121963597                     1300                           14                            
-1755126885                    800                            19                            
446188071                      1099                           21                            
-1314938304                    1301                           19                            
-1306242759                    400                            16                            
81095485                       700                            11                            
-794832586                     700                            15                            
1813976114                     600                            16                            
-48034534                      1000                           17                            
-1998557164                    700                            20                            
-1340438055                    700                            20                            
-373554162                     1499                           27                            
-251587315                     501                            12                            
-2142823132                    700                            23                            
513486948                      500                            18                            
737856423                      901                            16                            
-2112584739                    600                            24                            
-998641149                     900                            20                            
-1644815334                    1000                           21                            
1071453814                     401                            10                            
1289826128                     400                            10                            
525898651                      501                            16                            
-1543030117                    600                            18                            
1678256645                     1600                           16                            
-1382067523                    700                            24                            
-449223377                     600                            18                            
-1961374054                    699                            17                            
-1285762929                    400                            14                            
1726598882                     1500                           13                            
702754203                      700                            13                            
-1118509614                    1200                           18                            
1766902248                     600                            12                            
-512748812                     701                            23                            
-316322593                     500                            20                            
1063434810                     500                            10                            
-792934                        699                            10                            
-944438538                     600                            15                            
461325789                      600                            14                            
1982362231                     700                            11                            
2039034193                     601                            13                            
-677023922                     800                            13                            
-1894735775                    600                            12                            
-441256559                     700                            18                            
-1287730568                    300                            15                            
-43650668                      400                            17                            
-652843166                     901                            16                            
432326121                      500                            14                            
437606947                      500                            16                            
6374061                        600                            15                            
-2067019897                    800                            18                            
-2020337814                    701                            17                            
548551727                      1200                           21                            
1788698136                     800                            14                            
2111279596                     1200                           14                            
311923966                      1000                           19                            
1659226791                     700                            13                            
-1678834041                    800                            17                            
382248741                      1300                           21                            
-1219131068                    1101                           16                            
476146281                      499                            16                            
-1006075983                    900                            16                            
-473985406                     700                            17                            
1848663679                     1101                           14                            
28261896                       901                            15                            
1893306726                     600                            11                            
-897335916                     1000                           17                            
-2006537775                    700                            13                            
1329046260                     1000                           12                            
2005149667                     1200                           11                            
-1608035344                    701                            14                            
-97765976                      600                            18                            
272555224                      900                            19                            
-829807257                     900                            15                            
-985379022                     899                            16                            
1227145079                     800                            16                            
-376990909                     800                            22                            
-586270458                     800                            13                            
151681860                      900                            14                            
903896233                      699                            16                            
-1360198263                    1099                           20                            
1179307708                     700                            12                            
-788159776                     500                            19                            
-326845742                     900                            19                            
1930565867                     500                            9                             
520056004                      400                            17                            
-67648429                      600                            17                            
1137553191                     600                            20                            
-1301240587                    400                            17                            
633737770                      699                            14                            
429608578                      800                            19                            
-1253914320                    800                            15                            
2045157927                     600                            11                            
1011313311                     800                            17                            
-1948407246                    699                            17                            
-1658397509                    900                            16                            
-1701503273                    600                            19                            
1197337484                     999                            14                            
-1469934717                    1400                           17                            
2139207443                     500                            8                             
-339796395                     500                            17                            
1688546920                     1301                           17                            
1864697789                     1600                           14                            
-1997311118                    900                            19                            
1972684368                     600                            11                            
1039408206                     601                            15                            
1561512782                     699                            22                            
-117169485                     600                            13                            
-138838409                     500                            11                            
873840329                      700                            12                            
63687699                       1200                           17                            
1067039307                     901                            12                            
1243211363                     900                            16                            
989710834                      600                            11                            
-1568742442                    900                            23                            
862551673                      1200                           9                             
1888535987                     599                            11                            
-838723                        701                            11                            
57786135                       901                            15                            
853105596                      400                            9                             
539515512                      1000                           21                            
1325165710                     1301                           9                             
1717169167                     500                            9                             
1058595717                     600                            11                            
-910710317                     2300                           21                            
2105412882                     800                            7                             
-1920379407                    1300                           22                            
696311854                      901                            17                            
-948848931                     600                            20                            
-843707060                     800                            14                            
-347033486                     600                            18                            
-389827542                     1000                           16                            
-201931834                     499                            16                            
-2033526546                    901                            20                            
35559307                       1400                           16                            
-1117259652                    1899                           19                            
131465536                      800                            10                            
-1329146646                    1200                           17                            
-452302979                     600                            18                            
1185549932                     600                            8                             
-1871687651                    1300                           23                            
-1471272377                    901                            17                            
1139151125                     2000                           19                            
1366857848                     901                            8                             
-15533770                      1400                           17                            
-865736136                     800                            14                            
-303927759                     899                            16                            
2114653833                     701                            10                            
724270991                      1800                           23                            
1853939561                     1200                           14                            
1552276098                     1100                           14                            
-992943770                     1100                           19                            
216264888                      1000                           24                            
-1955094372                    1200                           20                            
-831712110                     900                            16                            
208331117                      800                            18                            
1888049013                     700                            12                            
542554228                      501                            18                            
709536521                      800                            19                            
-12067713                      700                            15                            
-720096095                     1000                           10                            
-1320749423                    1000                           21                            
1058634283                     700                            11                            
-342317252                     800                            20                            
-1689968050                    1100                           20                            
-1333707300                    799                            16                            
-1296368220                    901                            16                            
-220265104                     1600                           16                            
-1924790991                    1400                           20                            
1350591523                     900                            13                            
-998081913                     500                            20                            
446571980                      800                            16                            
-1428000707                    600                            24                            
884537063                      800                            9                             
-239450732                     500                            16                            
-722819880                     600                            16                            
40902285                       699                            17                            
-1069024907                    1100                           13                            
121678265                      700                            14                            
1896041256                     699                            12                            
1286252422                     1000                           16                            
528937011                      1701                           16                            
-2127678757                    800                            20                            
553319117                      500                            16                            
-2141990596                    501                            23                            
-645608133                     1701                           16                            
-1873846059                    900                            20                            
621772814                      1400                           18                            
-1013177068                    1000                           18                            
-834104787                     600                            16                            
1096287936                     900                            8                             
1859139928                     600                            11                            
191736491                      2901                           21                            
800832320                      800                            17                            
592894581                      1200                           19                            
418564722                      900                            15                            
-2048070410                    800                            14                            
-1167603814                    699                            14                            
1045690447                     499                            13                            
1138970356                     1900                           18                            
740470186                      1400                           18                            
1242788578                     700                            15                            
141385525                      800                            16                            
-704593927                     1200                           19                            
-1190991138                    800                            15                            
-1040092142                    700                            16                            
1802545366                     800                            12                            
-800227053                     701                            18                            
-533980435                     800                            25                            
442226065                      699                            19                            
1998684726                     1100                           11                            
409421951                      400                            18                            
788775585                      600                            15                            
-1988871552                    699                            16                            
1901111402                     600                            10                            
-166144359                     1000                           20                            
629393805                      500                            13                            
288531795                      800                            15                            
-52466273                      701                            16                            
-250924911                     900                            22                            
